log_id,timestamp,user_id,user_name,user_role,action,table_affected,record_id,old_value,new_value,ip_address,device_info,status,error_message
AL-006678,2023-08-01 21:36:00,USER-001,Rajesh Kumar,Safety Officer,Reject,grievances,REC-02751,old_39,new_79,192.168.206.113,Linux,Success,
AL-006679,2023-10-24 18:23:00,USER-003,Amit Patel,Labour Inspector,Reject,corrective_actions,REC-07551,old_27,new_69,192.168.7.146,Mac OS,Success,
AL-006680,2023-08-20 04:33:00,USER-003,Amit Patel,Labour Inspector,Reject,grievances,REC-03045,old_4,new_14,192.168.193.255,Mac OS,Success,
AL-006681,2023-05-16 10:13:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_36,new_56,192.168.182.153,Mac OS,Success,
AL-006682,2023-07-28 12:17:00,USER-002,Sita Devi,Environmental Officer,Delete,incidents,REC-04206,old_6,new_82,192.168.136.254,Linux,Success,
AL-006683,2023-10-02 06:37:00,USER-001,Rajesh Kumar,Safety Officer,Sync,grievances,REC-01070,old_90,new_100,192.168.237.80,Mac OS,Success,
AL-006684,2023-09-07 12:54:00,USER-003,Amit Patel,Labour Inspector,Reject,environmental_readings,REC-00983,old_36,new_83,192.168.80.250,Windows 10,Success,
AL-006685,2023-04-01 03:48:00,USER-003,Amit Patel,Labour Inspector,Create,inspections,REC-05474,old_38,new_97,192.168.130.43,Windows 10,Success,
AL-006686,2023-03-11 22:45:00,USER-003,Amit Patel,Labour Inspector,Delete,worker_attendance,REC-02826,old_32,new_88,192.168.100.149,Windows 10,Success,
AL-006687,2023-10-09 04:48:00,USER-003,Amit Patel,Labour Inspector,Update,contractors,REC-09293,old_63,new_2,192.168.127.52,Mac OS,Success,
AL-006688,2023-05-19 20:29:00,USER-003,Amit Patel,Labour Inspector,Delete,mine_master,REC-00351,old_57,new_62,192.168.222.107,Windows 10,Success,
AL-006689,2023-10-17 21:03:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_30,new_81,192.168.204.150,Linux,Success,
AL-006690,2023-11-15 16:42:00,USER-001,Rajesh Kumar,Safety Officer,Update,equipment,REC-01027,old_44,new_92,192.168.184.182,Windows 10,Success,
AL-006691,2023-08-20 19:19:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_100,new_18,192.168.193.199,Windows 10,Failed,Database timeout
AL-006692,2023-02-13 15:47:00,USER-002,Sita Devi,Environmental Officer,Approve,contractors,REC-05094,old_48,new_28,192.168.199.204,Mac OS,Success,
AL-006693,2023-03-29 21:11:00,USER-002,Sita Devi,Environmental Officer,Reject,environmental_readings,REC-08256,old_66,new_96,192.168.63.212,Linux,Success,
AL-006694,2023-12-01 06:22:00,USER-002,Sita Devi,Environmental Officer,Reject,mine_master,REC-06952,old_34,new_82,192.168.131.73,Linux,Success,
AL-006695,2023-02-07 07:19:00,USER-001,Rajesh Kumar,Safety Officer,Approve,incidents,REC-06441,old_75,new_96,192.168.92.213,Mac OS,Success,
AL-006696,2023-03-10 19:40:00,USER-003,Amit Patel,Labour Inspector,Delete,inspections,REC-08784,old_54,new_73,192.168.74.59,Linux,Success,
AL-006697,2023-02-26 02:25:00,USER-002,Sita Devi,Environmental Officer,Update,grievances,REC-04864,old_9,new_85,192.168.220.227,Mac OS,Success,
AL-006698,2023-01-02 14:13:00,USER-001,Rajesh Kumar,Safety Officer,Delete,mine_master,REC-01032,old_6,new_22,192.168.164.224,Windows 10,Success,
AL-006699,2023-11-06 15:54:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_92,new_56,192.168.214.248,Linux,Failed,Database timeout
AL-006700,2023-03-21 12:12:00,USER-001,Rajesh Kumar,Safety Officer,Delete,worker_attendance,REC-04406,old_96,new_33,192.168.52.40,Mac OS,Success,
AL-006701,2023-09-20 13:39:00,USER-003,Amit Patel,Labour Inspector,Sync,documents,REC-02603,old_42,new_44,192.168.228.239,Linux,Success,
AL-006702,2023-11-13 04:13:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_6,new_86,192.168.252.65,Mac OS,Success,
AL-006703,2023-12-29 13:43:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_95,new_83,192.168.151.27,Windows 10,Success,
AL-006704,2023-06-26 19:39:00,USER-002,Sita Devi,Environmental Officer,Approve,environmental_readings,REC-08895,old_15,new_22,192.168.97.84,Linux,Success,
AL-006705,2023-12-08 06:17:00,USER-001,Rajesh Kumar,Safety Officer,Delete,documents,REC-00377,old_7,new_55,192.168.147.45,Mac OS,Success,
AL-006706,2023-09-18 22:34:00,USER-003,Amit Patel,Labour Inspector,Update,inspections,REC-02197,old_60,new_24,192.168.62.219,Linux,Success,
AL-006707,2023-03-06 02:35:00,USER-001,Rajesh Kumar,Safety Officer,Reject,inspections,REC-03046,old_42,new_54,192.168.81.34,Mac OS,Success,
AL-006708,2023-10-31 03:02:00,USER-002,Sita Devi,Environmental Officer,Sync,contractors,REC-08219,old_82,new_94,192.168.148.185,Linux,Success,
AL-006709,2023-08-31 07:25:00,USER-002,Sita Devi,Environmental Officer,Update,worker_attendance,REC-02075,old_59,new_73,192.168.164.126,Windows 10,Success,
AL-006710,2023-02-12 07:12:00,USER-002,Sita Devi,Environmental Officer,Delete,incidents,REC-01993,old_72,new_29,192.168.162.173,Mac OS,Success,
AL-006711,2023-10-21 09:51:00,USER-003,Amit Patel,Labour Inspector,Approve,production_monthly,REC-01386,old_83,new_38,192.168.183.178,Mac OS,Success,
AL-006712,2023-03-30 20:53:00,USER-003,Amit Patel,Labour Inspector,Sync,grievances,REC-03020,old_43,new_15,192.168.97.52,Mac OS,Failed,Invalid ID
AL-006713,2023-03-28 22:26:00,USER-003,Amit Patel,Labour Inspector,Update,incidents,REC-02705,old_7,new_10,192.168.97.191,Linux,Success,
AL-006714,2023-04-11 20:33:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_43,new_50,192.168.32.33,Linux,Success,
AL-006715,2023-07-17 07:33:00,USER-002,Sita Devi,Environmental Officer,Create,corrective_actions,REC-01534,old_67,new_76,192.168.170.243,Windows 10,Success,
AL-006716,2023-07-22 22:40:00,USER-003,Amit Patel,Labour Inspector,Create,incidents,REC-00590,old_35,new_35,192.168.255.210,Linux,Success,
AL-006717,2023-02-18 22:40:00,USER-003,Amit Patel,Labour Inspector,Update,worker_attendance,REC-05965,old_85,new_91,192.168.63.224,Linux,Success,
AL-006718,2023-10-06 22:24:00,USER-001,Rajesh Kumar,Safety Officer,Sync,incidents,REC-01434,old_41,new_10,192.168.9.66,Mac OS,Success,
AL-006719,2023-03-03 09:02:00,USER-001,Rajesh Kumar,Safety Officer,Update,inspections,REC-05708,old_29,new_100,192.168.29.141,Mac OS,Success,
AL-006720,2023-07-19 09:10:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_5,new_90,192.168.146.213,Windows 10,Success,
AL-006721,2023-07-31 04:31:00,USER-001,Rajesh Kumar,Safety Officer,Update,equipment,REC-02321,old_83,new_51,192.168.34.125,Linux,Success,
AL-006722,2023-09-10 20:03:00,USER-003,Amit Patel,Labour Inspector,Reject,incidents,REC-06755,old_79,new_57,192.168.154.20,Linux,Success,
AL-006723,2023-02-06 02:39:00,USER-002,Sita Devi,Environmental Officer,Delete,environmental_readings,REC-06477,old_44,new_55,192.168.200.176,Linux,Success,
AL-006724,2023-10-27 03:12:00,USER-002,Sita Devi,Environmental Officer,Approve,grievances,REC-02547,old_77,new_35,192.168.33.224,Windows 10,Success,
AL-006725,2023-04-20 17:29:00,USER-003,Amit Patel,Labour Inspector,Update,corrective_actions,REC-06377,old_40,new_84,192.168.227.129,Linux,Success,
AL-006726,2023-07-07 00:18:00,USER-003,Amit Patel,Labour Inspector,Create,contractors,REC-02976,old_14,new_47,192.168.72.124,Mac OS,Success,
AL-006727,2023-07-08 23:23:00,USER-002,Sita Devi,Environmental Officer,Sync,documents,REC-06677,old_18,new_86,192.168.84.169,Linux,Success,
AL-006728,2023-11-13 17:44:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_39,new_78,192.168.170.52,Mac OS,Success,
AL-006729,2023-10-29 05:53:00,USER-003,Amit Patel,Labour Inspector,Update,environmental_readings,REC-00262,old_44,new_89,192.168.219.71,Windows 10,Success,
AL-006730,2023-07-02 01:13:00,USER-003,Amit Patel,Labour Inspector,Reject,incidents,REC-06841,old_96,new_84,192.168.78.144,Linux,Success,
AL-006731,2023-08-17 06:47:00,USER-003,Amit Patel,Labour Inspector,Approve,grievances,REC-07307,old_41,new_28,192.168.186.247,Linux,Success,
AL-006732,2023-12-30 17:02:00,USER-002,Sita Devi,Environmental Officer,Update,environmental_readings,REC-02659,old_5,new_3,192.168.73.29,Mac OS,Success,
AL-006733,2023-11-26 16:51:00,USER-001,Rajesh Kumar,Safety Officer,Delete,documents,REC-05112,old_13,new_21,192.168.158.245,Windows 10,Success,
AL-006734,2023-01-14 11:03:00,USER-002,Sita Devi,Environmental Officer,Delete,contractors,REC-06208,old_45,new_75,192.168.243.80,Linux,Success,
AL-006735,2023-06-28 04:34:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_41,new_33,192.168.205.14,Windows 10,Success,
AL-006736,2023-09-21 22:12:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_99,new_30,192.168.156.247,Linux,Success,
AL-006737,2023-03-26 04:21:00,USER-002,Sita Devi,Environmental Officer,Sync,corrective_actions,REC-02124,old_29,new_6,192.168.52.79,Windows 10,Success,
AL-006738,2023-06-26 06:36:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_62,new_41,192.168.242.153,Windows 10,Success,
AL-006739,2023-09-10 07:05:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_20,new_6,192.168.158.61,Mac OS,Success,
AL-006740,2023-07-26 12:21:00,USER-002,Sita Devi,Environmental Officer,Sync,environmental_readings,REC-07207,old_23,new_25,192.168.26.3,Mac OS,Success,
AL-006741,2023-06-20 07:59:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_72,new_88,192.168.241.190,Linux,Success,
AL-006742,2023-02-28 21:06:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_42,new_21,192.168.100.163,Linux,Success,
AL-006743,2023-10-22 21:22:00,USER-001,Rajesh Kumar,Safety Officer,Delete,inspections,REC-01750,old_1,new_18,192.168.58.171,Windows 10,Success,
AL-006744,2023-03-16 03:38:00,USER-003,Amit Patel,Labour Inspector,Approve,mine_master,REC-04585,old_31,new_81,192.168.179.228,Mac OS,Success,
AL-006745,2023-05-18 13:23:00,USER-001,Rajesh Kumar,Safety Officer,Delete,worker_attendance,REC-09024,old_40,new_35,192.168.209.134,Windows 10,Success,
AL-006746,2023-06-30 03:08:00,USER-001,Rajesh Kumar,Safety Officer,Approve,production_monthly,REC-05103,old_98,new_44,192.168.16.10,Windows 10,Failed,Permission denied
AL-006747,2023-10-20 01:58:00,USER-001,Rajesh Kumar,Safety Officer,Reject,grievances,REC-08777,old_31,new_18,192.168.211.242,Mac OS,Success,
AL-006748,2023-02-26 10:19:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_90,new_12,192.168.105.20,Linux,Success,
AL-006749,2023-01-10 02:23:00,USER-003,Amit Patel,Labour Inspector,Create,production_monthly,REC-04359,old_67,new_62,192.168.100.81,Windows 10,Success,
AL-006750,2023-12-03 16:18:00,USER-003,Amit Patel,Labour Inspector,Approve,inspections,REC-04156,old_11,new_27,192.168.245.48,Linux,Success,
AL-006751,2023-06-20 10:11:00,USER-003,Amit Patel,Labour Inspector,Reject,incidents,REC-02944,old_26,new_36,192.168.31.210,Windows 10,Failed,Permission denied
AL-006752,2023-06-07 05:07:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_64,new_94,192.168.49.207,Linux,Success,
AL-006753,2023-06-09 03:13:00,USER-003,Amit Patel,Labour Inspector,Approve,incidents,REC-04885,old_64,new_40,192.168.38.103,Windows 10,Success,
AL-006754,2023-08-02 20:34:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_30,new_9,192.168.242.22,Windows 10,Success,
AL-006755,2023-06-26 19:24:00,USER-001,Rajesh Kumar,Safety Officer,Update,incidents,REC-07236,old_62,new_90,192.168.163.185,Mac OS,Success,
AL-006756,2023-09-28 07:12:00,USER-001,Rajesh Kumar,Safety Officer,Sync,grievances,REC-06335,old_86,new_94,192.168.55.155,Mac OS,Success,
AL-006757,2023-11-04 06:08:00,USER-001,Rajesh Kumar,Safety Officer,Sync,corrective_actions,REC-07522,old_76,new_79,192.168.90.125,Linux,Success,
AL-006758,2023-08-29 10:43:00,USER-001,Rajesh Kumar,Safety Officer,Reject,production_monthly,REC-09823,old_84,new_70,192.168.243.150,Windows 10,Success,
AL-006759,2023-01-07 07:23:00,USER-003,Amit Patel,Labour Inspector,Create,worker_attendance,REC-08410,old_19,new_56,192.168.4.239,Windows 10,Success,
AL-006760,2023-05-27 15:31:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_45,new_100,192.168.83.204,Windows 10,Success,
AL-006761,2023-01-04 02:51:00,USER-001,Rajesh Kumar,Safety Officer,Update,incidents,REC-05335,old_94,new_32,192.168.169.83,Mac OS,Success,
AL-006762,2023-05-29 20:33:00,USER-001,Rajesh Kumar,Safety Officer,Create,inspections,REC-02138,old_91,new_93,192.168.123.35,Mac OS,Success,
AL-006763,2023-10-13 22:47:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_99,new_50,192.168.95.106,Windows 10,Success,
AL-006764,2023-07-15 09:51:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_97,new_100,192.168.241.26,Windows 10,Success,
AL-006765,2023-10-23 18:39:00,USER-001,Rajesh Kumar,Safety Officer,Sync,grievances,REC-04547,old_91,new_21,192.168.21.124,Mac OS,Success,
AL-006766,2023-03-14 00:06:00,USER-001,Rajesh Kumar,Safety Officer,Delete,inspections,REC-04341,old_7,new_33,192.168.16.84,Linux,Failed,Invalid ID
AL-006767,2023-03-21 23:43:00,USER-001,Rajesh Kumar,Safety Officer,Update,production_monthly,REC-02668,old_32,new_75,192.168.43.92,Mac OS,Failed,Database timeout
AL-006768,2023-01-12 21:25:00,USER-002,Sita Devi,Environmental Officer,Create,environmental_readings,REC-04797,old_88,new_86,192.168.186.62,Windows 10,Success,
AL-006769,2023-10-10 05:39:00,USER-001,Rajesh Kumar,Safety Officer,Approve,worker_attendance,REC-03308,old_5,new_100,192.168.243.225,Linux,Success,
AL-006770,2023-08-27 18:32:00,USER-002,Sita Devi,Environmental Officer,Delete,inspections,REC-05781,old_52,new_92,192.168.206.31,Linux,Success,
AL-006771,2023-01-05 04:01:00,USER-003,Amit Patel,Labour Inspector,Sync,grievances,REC-09590,old_32,new_38,192.168.136.101,Mac OS,Success,
AL-006772,2023-08-09 11:08:00,USER-002,Sita Devi,Environmental Officer,Create,documents,REC-06285,old_83,new_54,192.168.165.188,Windows 10,Success,
AL-006773,2023-11-08 15:10:00,USER-001,Rajesh Kumar,Safety Officer,Delete,worker_attendance,REC-08668,old_55,new_40,192.168.94.239,Linux,Success,
AL-006774,2023-01-06 20:31:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_63,new_32,192.168.55.220,Windows 10,Success,
AL-006775,2023-10-25 17:57:00,USER-002,Sita Devi,Environmental Officer,Update,grievances,REC-02188,old_28,new_53,192.168.146.3,Linux,Success,
AL-006776,2023-08-20 08:50:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_96,new_87,192.168.135.9,Mac OS,Success,
AL-006777,2023-11-04 09:46:00,USER-001,Rajesh Kumar,Safety Officer,Sync,equipment,REC-01148,old_40,new_48,192.168.111.120,Mac OS,Success,
AL-006778,2023-11-05 18:27:00,USER-003,Amit Patel,Labour Inspector,Update,mine_master,REC-08436,old_94,new_57,192.168.104.240,Mac OS,Success,
AL-006779,2023-04-11 15:00:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_65,new_99,192.168.167.249,Linux,Success,
AL-006780,2023-05-24 12:06:00,USER-001,Rajesh Kumar,Safety Officer,Approve,contractors,REC-00780,old_57,new_38,192.168.16.173,Windows 10,Success,
AL-006781,2023-08-12 15:10:00,USER-002,Sita Devi,Environmental Officer,Delete,environmental_readings,REC-09187,old_74,new_37,192.168.78.194,Windows 10,Failed,Permission denied
AL-006782,2023-09-15 20:23:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_7,new_39,192.168.150.38,Linux,Success,
AL-006783,2023-04-19 12:16:00,USER-003,Amit Patel,Labour Inspector,Approve,mine_master,REC-07613,old_34,new_74,192.168.250.127,Linux,Success,
AL-006784,2023-06-13 13:16:00,USER-003,Amit Patel,Labour Inspector,Create,worker_attendance,REC-06244,old_27,new_14,192.168.142.220,Linux,Success,
AL-006785,2023-09-26 07:05:00,USER-003,Amit Patel,Labour Inspector,Create,inspections,REC-02390,old_27,new_68,192.168.147.1,Windows 10,Success,
AL-006786,2023-12-28 16:32:00,USER-002,Sita Devi,Environmental Officer,Reject,environmental_readings,REC-07886,old_63,new_46,192.168.23.165,Windows 10,Success,
AL-006787,2023-02-23 13:18:00,USER-003,Amit Patel,Labour Inspector,Update,inspections,REC-06857,old_42,new_81,192.168.84.185,Mac OS,Success,
AL-006788,2023-09-14 05:54:00,USER-001,Rajesh Kumar,Safety Officer,Create,worker_attendance,REC-07060,old_85,new_57,192.168.221.214,Windows 10,Success,
AL-006789,2023-12-30 03:14:00,USER-003,Amit Patel,Labour Inspector,Sync,mine_master,REC-05495,old_47,new_38,192.168.43.34,Mac OS,Success,
AL-006790,2023-08-04 09:02:00,USER-002,Sita Devi,Environmental Officer,Delete,environmental_readings,REC-09957,old_100,new_41,192.168.67.82,Windows 10,Success,
AL-006791,2023-08-31 14:46:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_89,new_4,192.168.127.137,Linux,Success,
AL-006792,2023-01-17 01:51:00,USER-001,Rajesh Kumar,Safety Officer,Update,equipment,REC-01180,old_85,new_7,192.168.195.114,Mac OS,Success,
AL-006793,2023-10-09 06:10:00,USER-002,Sita Devi,Environmental Officer,Delete,grievances,REC-06974,old_57,new_50,192.168.204.86,Mac OS,Failed,Invalid ID
AL-006794,2023-04-05 19:53:00,USER-003,Amit Patel,Labour Inspector,Create,mine_master,REC-05383,old_75,new_9,192.168.236.73,Mac OS,Success,
AL-006795,2023-12-05 17:58:00,USER-001,Rajesh Kumar,Safety Officer,Delete,inspections,REC-09094,old_80,new_88,192.168.158.189,Windows 10,Success,
AL-006796,2023-01-14 06:37:00,USER-003,Amit Patel,Labour Inspector,Sync,contractors,REC-05935,old_15,new_25,192.168.14.40,Linux,Success,
AL-006797,2023-05-07 10:03:00,USER-002,Sita Devi,Environmental Officer,Reject,mine_master,REC-05484,old_50,new_32,192.168.230.235,Windows 10,Success,
AL-006798,2023-05-07 15:36:00,USER-002,Sita Devi,Environmental Officer,Approve,corrective_actions,REC-00198,old_77,new_76,192.168.92.56,Windows 10,Success,
AL-006799,2023-11-13 01:25:00,USER-003,Amit Patel,Labour Inspector,Delete,incidents,REC-03997,old_74,new_34,192.168.151.228,Windows 10,Success,
AL-006800,2023-10-19 08:01:00,USER-003,Amit Patel,Labour Inspector,Reject,production_monthly,REC-08213,old_51,new_76,192.168.180.170,Windows 10,Success,
AL-006801,2023-12-31 16:19:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_21,new_7,192.168.88.97,Windows 10,Success,
AL-006802,2023-08-07 09:45:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_17,new_13,192.168.23.245,Linux,Failed,Permission denied
AL-006803,2023-03-03 19:32:00,USER-002,Sita Devi,Environmental Officer,Reject,contractors,REC-07393,old_94,new_19,192.168.248.2,Windows 10,Success,
AL-006804,2023-01-01 01:06:00,USER-001,Rajesh Kumar,Safety Officer,Approve,grievances,REC-06934,old_71,new_80,192.168.65.141,Mac OS,Success,
AL-006805,2023-02-16 18:49:00,USER-003,Amit Patel,Labour Inspector,Delete,corrective_actions,REC-06876,old_56,new_27,192.168.6.214,Linux,Success,
AL-006806,2023-09-02 01:47:00,USER-001,Rajesh Kumar,Safety Officer,Update,equipment,REC-05040,old_23,new_77,192.168.8.132,Mac OS,Success,
AL-006807,2023-05-20 19:34:00,USER-002,Sita Devi,Environmental Officer,Delete,equipment,REC-04739,old_11,new_57,192.168.9.142,Mac OS,Success,
AL-006808,2023-10-25 04:05:00,USER-003,Amit Patel,Labour Inspector,Update,mine_master,REC-07430,old_96,new_18,192.168.15.233,Windows 10,Success,
AL-006809,2023-08-11 08:13:00,USER-003,Amit Patel,Labour Inspector,Sync,inspections,REC-04131,old_31,new_83,192.168.190.145,Mac OS,Success,
AL-006810,2023-06-05 09:37:00,USER-002,Sita Devi,Environmental Officer,Delete,worker_attendance,REC-04445,old_54,new_61,192.168.191.85,Windows 10,Success,
AL-006811,2023-06-26 11:55:00,USER-001,Rajesh Kumar,Safety Officer,Create,grievances,REC-08775,old_93,new_30,192.168.99.37,Mac OS,Success,
AL-006812,2023-05-01 19:52:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_14,new_90,192.168.62.187,Mac OS,Failed,Database timeout
AL-006813,2023-12-31 23:15:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_64,new_24,192.168.147.6,Linux,Success,
AL-006814,2023-08-25 04:12:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_100,new_45,192.168.151.242,Mac OS,Success,
AL-006815,2023-10-17 17:15:00,USER-002,Sita Devi,Environmental Officer,Update,production_monthly,REC-09282,old_96,new_71,192.168.152.74,Windows 10,Success,
AL-006816,2023-12-29 16:19:00,USER-002,Sita Devi,Environmental Officer,Reject,grievances,REC-04377,old_50,new_74,192.168.236.12,Mac OS,Success,
AL-006817,2023-04-16 15:18:00,USER-001,Rajesh Kumar,Safety Officer,Reject,equipment,REC-00236,old_87,new_52,192.168.218.46,Linux,Success,
AL-006818,2023-12-07 00:38:00,USER-001,Rajesh Kumar,Safety Officer,Update,grievances,REC-04824,old_62,new_64,192.168.106.16,Linux,Success,
AL-006819,2023-08-12 14:54:00,USER-003,Amit Patel,Labour Inspector,Create,documents,REC-04914,old_66,new_88,192.168.147.84,Linux,Success,
AL-006820,2023-01-20 13:14:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_61,new_98,192.168.69.61,Linux,Success,
AL-006821,2023-04-11 14:07:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_7,new_6,192.168.198.170,Mac OS,Success,
AL-006822,2023-02-19 02:32:00,USER-003,Amit Patel,Labour Inspector,Reject,inspections,REC-00039,old_19,new_64,192.168.45.18,Windows 10,Success,
AL-006823,2023-07-09 08:06:00,USER-003,Amit Patel,Labour Inspector,Approve,documents,REC-03059,old_9,new_10,192.168.218.130,Linux,Success,
AL-006824,2023-08-07 12:37:00,USER-002,Sita Devi,Environmental Officer,Reject,inspections,REC-08741,old_13,new_52,192.168.141.17,Windows 10,Success,
AL-006825,2023-03-21 10:57:00,USER-003,Amit Patel,Labour Inspector,Delete,contractors,REC-05068,old_76,new_88,192.168.106.179,Mac OS,Success,
AL-006826,2023-01-15 17:57:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_66,new_3,192.168.82.114,Windows 10,Success,
AL-006827,2023-11-07 16:31:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_85,new_66,192.168.92.84,Mac OS,Success,
AL-006828,2023-12-04 21:04:00,USER-001,Rajesh Kumar,Safety Officer,Reject,worker_attendance,REC-07587,old_18,new_21,192.168.62.76,Linux,Success,
AL-006829,2023-10-07 09:19:00,USER-002,Sita Devi,Environmental Officer,Reject,mine_master,REC-02302,old_41,new_17,192.168.240.115,Windows 10,Success,
AL-006830,2023-11-07 10:28:00,USER-003,Amit Patel,Labour Inspector,Reject,grievances,REC-04962,old_53,new_55,192.168.138.199,Linux,Success,
AL-006831,2023-12-24 23:11:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_79,new_46,192.168.41.169,Windows 10,Success,
AL-006832,2023-08-29 05:11:00,USER-001,Rajesh Kumar,Safety Officer,Sync,worker_attendance,REC-00120,old_9,new_98,192.168.197.86,Mac OS,Success,
AL-006833,2023-06-10 19:47:00,USER-001,Rajesh Kumar,Safety Officer,Create,environmental_readings,REC-07440,old_93,new_20,192.168.90.250,Linux,Success,
AL-006834,2023-04-01 17:09:00,USER-003,Amit Patel,Labour Inspector,Reject,incidents,REC-09473,old_56,new_74,192.168.197.42,Mac OS,Success,
AL-006835,2023-12-13 01:59:00,USER-003,Amit Patel,Labour Inspector,Create,equipment,REC-00032,old_79,new_64,192.168.135.81,Linux,Success,
AL-006836,2023-09-17 13:39:00,USER-003,Amit Patel,Labour Inspector,Reject,mine_master,REC-00671,old_65,new_77,192.168.58.224,Linux,Success,
AL-006837,2023-03-09 08:28:00,USER-003,Amit Patel,Labour Inspector,Update,incidents,REC-07468,old_74,new_87,192.168.211.41,Windows 10,Success,
AL-006838,2023-07-21 17:48:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_59,new_1,192.168.107.89,Linux,Success,
AL-006839,2023-11-21 02:19:00,USER-003,Amit Patel,Labour Inspector,Approve,production_monthly,REC-04874,old_89,new_92,192.168.242.231,Mac OS,Success,
AL-006840,2023-07-27 01:23:00,USER-001,Rajesh Kumar,Safety Officer,Reject,documents,REC-02534,old_60,new_66,192.168.121.96,Linux,Success,
AL-006841,2023-08-15 09:15:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_87,new_79,192.168.141.160,Linux,Success,
AL-006842,2023-06-17 06:29:00,USER-001,Rajesh Kumar,Safety Officer,Reject,inspections,REC-05707,old_59,new_79,192.168.221.255,Windows 10,Success,
AL-006843,2023-04-27 15:42:00,USER-001,Rajesh Kumar,Safety Officer,Approve,equipment,REC-05758,old_13,new_10,192.168.17.95,Windows 10,Success,
AL-006844,2023-12-10 22:21:00,USER-001,Rajesh Kumar,Safety Officer,Sync,mine_master,REC-03033,old_98,new_36,192.168.125.96,Mac OS,Success,
AL-006845,2023-01-24 21:21:00,USER-003,Amit Patel,Labour Inspector,Create,production_monthly,REC-08528,old_61,new_87,192.168.216.10,Linux,Success,
AL-006846,2023-11-16 16:07:00,USER-001,Rajesh Kumar,Safety Officer,Delete,environmental_readings,REC-02938,old_84,new_62,192.168.10.119,Windows 10,Success,
AL-006847,2023-01-05 19:48:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_47,new_15,192.168.115.105,Windows 10,Success,
AL-006848,2023-04-09 16:06:00,USER-003,Amit Patel,Labour Inspector,Reject,equipment,REC-02724,old_71,new_2,192.168.236.92,Mac OS,Success,
AL-006849,2023-01-27 11:28:00,USER-001,Rajesh Kumar,Safety Officer,Create,inspections,REC-01020,old_45,new_100,192.168.156.32,Linux,Success,
AL-006850,2023-09-14 06:14:00,USER-003,Amit Patel,Labour Inspector,Reject,incidents,REC-06909,old_44,new_25,192.168.162.67,Windows 10,Success,
AL-006851,2023-11-23 22:13:00,USER-001,Rajesh Kumar,Safety Officer,Update,equipment,REC-04794,old_92,new_53,192.168.92.51,Linux,Success,
AL-006852,2023-01-12 03:52:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_60,new_13,192.168.161.182,Windows 10,Success,
AL-006853,2023-10-22 23:25:00,USER-003,Amit Patel,Labour Inspector,Reject,inspections,REC-01819,old_62,new_62,192.168.35.188,Windows 10,Success,
AL-006854,2023-01-10 17:22:00,USER-003,Amit Patel,Labour Inspector,Update,contractors,REC-08049,old_83,new_24,192.168.115.9,Windows 10,Success,
AL-006855,2023-02-21 22:55:00,USER-003,Amit Patel,Labour Inspector,Sync,equipment,REC-01689,old_3,new_65,192.168.162.131,Mac OS,Success,
